price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,zipcode,lat,long
285000,2,2,1651,18200,1,3,6,0,1946,98070,47.4621,-122.461
178000,5,1.5,1990,18200,1,3,7,0,1960,98178,47.4938,-122.262
1.61E+06,4,2.75,5470,18200,2,3,11,1740,1992,98118,47.5316,-122.263
3.20E+06,6,5,7100,18200,2.5,3,13,1860,1933,98199,47.6427,-122.408
749000,4,2.5,2930,18199,2,3,9,0,1998,98075,47.5937,-122.047
851500,3,2,3200,18184,1,5,8,1200,1977,98005,47.6034,-122.172
925000,4,2.5,3540,18168,2,3,10,0,1996,98006,47.5441,-122.131
610000,3,2.5,3440,18167,2,3,11,0,1991,98023,47.2909,-122.342
345000,4,1,2020,18150,1,4,7,0,1955,98028,47.739,-122.249
308000,3,1,1640,18144,1.5,3,6,0,1942,98168,47.5027,-122.33
553000,3,1,1310,18135,1,3,7,0,1948,98008,47.6065,-122.113
1.20E+06,5,3,3420,18129,2,3,9,880,1952,98040,47.5333,-122.217
350000,3,1.75,1360,18123,1,3,8,0,1983,98045,47.4716,-121.756
1.13E+06,6,4,5330,18116,2,3,11,1380,2000,98006,47.5503,-122.137
2.72E+06,4,3.25,3990,18115,2,4,11,0,1989,98039,47.6177,-122.229
495000,5,1.75,2760,18112,1,3,8,1250,1968,98155,47.7363,-122.298
105000,3,1,880,18109,1,4,6,0,1970,98042,47.3634,-122.101
526000,3,2.25,2000,18099,1,4,8,750,1978,98006,47.5443,-122.18
1.21E+06,4,3.75,4980,18069,2,3,11,0,2006,98065,47.5348,-121.856
182000,3,1,1160,18055,1,2,5,0,1950,98168,47.4772,-122.269
480000,6,5,3028,18055,2,3,7,0,2005,98030,47.3651,-122.197
399950,3,1,1020,18050,1,3,7,0,1969,98027,47.5254,-122.043
1.10E+06,5,2.75,2830,18050,1,5,7,1200,1958,98040,47.5773,-122.226
495000,4,3.5,2490,18042,2,3,8,0,2003,98070,47.4161,-122.441
339900,4,1.75,2600,18042,1,4,8,580,1969,98092,47.2969,-122.189
950000,3,2.75,2750,18029,1,5,9,940,1978,98006,47.5617,-122.134
322000,3,1.75,1400,18002,1,3,6,0,1977,98019,47.725,-121.967
500000,4,2.5,2840,18001,2,3,9,0,1994,98019,47.7359,-121.962
195000,2,1,720,18000,1,3,6,0,1950,98178,47.5054,-122.261
235000,3,1,1240,18000,1,2,7,0,1943,98198,47.3514,-122.315
297000,3,1,1340,18000,1,4,7,0,1924,98070,47.4443,-122.509
234000,4,1,1390,18000,1,3,7,0,1955,98032,47.3885,-122.284
257000,3,1.75,1397,18000,1,3,7,0,1965,98092,47.3388,-122.166
290000,2,1.75,1700,18000,1,3,8,0,1972,98056,47.5066,-122.194
405000,3,2,1740,18000,1,3,7,510,1989,98028,47.7397,-122.242
385000,3,1.75,1800,18000,1,3,8,600,1968,98058,47.4406,-122.146
212000,3,2.25,1900,18000,1,4,7,620,1968,98023,47.3251,-122.354
709000,3,2,2360,18000,1,4,8,180,1951,98177,47.7133,-122.367
1.15E+06,4,2.25,3740,18000,1,4,9,1870,1951,98177,47.7027,-122.378
2.20E+06,4,3.25,4250,18000,2,5,10,900,1980,98040,47.5612,-122.229
2.00E+06,4,3,4260,18000,2,3,11,0,2000,98040,47.5355,-122.24
811000,2,2.5,2510,17986,2,3,9,0,1943,98052,47.6832,-122.164
230000,2,1,800,17965,1,4,5,0,1942,98058,47.4693,-122.161
550000,3,2,2380,17950,2,4,8,270,1934,98155,47.7591,-122.28
465000,3,2.5,2714,17936,2,3,9,0,2005,98001,47.3185,-122.275
1.89E+06,5,3.5,4180,17935,2,3,11,0,2004,98004,47.5873,-122.202
338000,4,1.5,1790,17925,1,4,6,0,1951,98155,47.7501,-122.302
1.88E+06,3,2.75,2620,17919,1,4,9,0,1949,98039,47.6144,-122.228
429900,4,1.5,1820,17918,1,4,8,630,1962,98056,47.521,-122.179
505000,3,2.5,2100,17882,2,4,8,0,1985,98059,47.4754,-122.119
598800,6,4,4470,17877,3,3,9,1240,2013,98188,47.4514,-122.273
847000,6,2.5,3010,17864,2,3,8,0,1969,98177,47.7209,-122.372
1.20E+06,2,2.25,2160,17861,2,4,9,0,1956,98146,47.502,-122.385
275000,3,1,1370,17859,1,4,7,220,1930,98024,47.5617,-121.859
519500,4,2,1540,17859,1,3,6,0,1964,98027,47.5326,-122.032
584999,4,2.75,2050,17859,1,4,7,750,1967,98075,47.5945,-122.056
795000,3,2,2420,17859,1,5,9,920,1979,98034,47.7074,-122.246
525000,4,2.75,2530,17856,2,3,8,0,1998,98019,47.7356,-121.959
1.56E+06,4,2.5,2700,17853,2,4,9,0,1960,98004,47.6463,-122.219
815000,6,3,2860,17853,1,3,8,1430,1962,98006,47.546,-122.175
379000,3,3.25,2660,17852,2.5,3,8,0,2014,98010,47.3077,-122.011
275000,4,2.25,2400,17842,2,4,7,0,1973,98002,47.2866,-122.217
1.02E+06,5,3.5,4180,17841,2,3,10,1020,1990,98075,47.5618,-122.037
740000,4,2.75,2490,17833,2,3,9,1000,1979,98125,47.7206,-122.284
2.11E+06,3,2.25,3230,17833,2,4,9,0,1973,98006,47.5683,-122.188
1.28E+06,4,4,4390,17832,1,4,11,1960,1994,98059,47.5283,-122.143
3.40E+06,3,4.5,5230,17826,2,3,10,1490,2005,98040,47.5348,-122.243
309900,5,2.5,2100,17825,1,4,7,700,1974,98092,47.3094,-122.191
2.14E+06,4,3.25,3860,17820,1,4,10,1230,1975,98004,47.6224,-122.215
325000,2,1,1100,17817,1,3,7,480,1980,98019,47.7728,-121.9
1.08E+06,5,4.75,5180,17811,2,3,11,1110,2001,98065,47.5405,-121.868
575000,4,2.5,3020,17810,1,3,9,1420,1979,98155,47.7735,-122.281
374000,3,2.5,1850,17808,1,4,8,640,1982,98032,47.3631,-122.271
926500,4,2.75,2900,17802,1,3,9,1150,1981,98034,47.7004,-122.229
400000,3,2,3000,17800,1,3,8,1500,1962,98125,47.7058,-122.315
1.45E+06,4,2.75,2750,17789,1.5,3,8,770,1914,98004,47.6141,-122.212
665000,5,2,2800,17788,1,4,8,1400,1963,98033,47.6719,-122.163
485000,4,3.25,1946,17786,2,4,7,0,1990,98070,47.359,-122.452
550000,4,3.5,3820,17745,2,3,8,1380,1955,98108,47.557,-122.295
292500,2,1,880,17743,1,4,5,0,1951,98031,47.4115,-122.197
261000,4,1,1390,17739,1,3,7,0,1958,98003,47.3457,-122.302
926250,4,1.75,2390,17717,1,4,8,0,1964,98040,47.5755,-122.218
360000,4,2.5,2210,17715,2,3,8,0,1997,98030,47.3818,-122.2
980000,4,1.75,2260,17711,1,4,9,0,1968,98040,47.5498,-122.214
1.62E+06,4,2.25,2350,17709,2,4,9,0,1977,98039,47.6232,-122.236
690000,3,1.5,1710,17707,1,4,7,530,1947,98040,47.5393,-122.216
608095,3,2.5,2680,17707,2,3,9,0,1983,98034,47.7031,-122.224
425000,2,1,1160,17700,1,3,7,0,1947,98133,47.7244,-122.331
530000,3,2,3080,17700,1,4,8,1340,1965,98166,47.4695,-122.366
450000,3,2,2320,17688,1,3,8,0,1952,98166,47.4519,-122.363
315000,6,2,1750,17685,1,4,5,0,1943,98056,47.5096,-122.178
1.55E+06,4,4,5280,17677,2,3,11,2060,1978,98040,47.5323,-122.238
600000,4,2.75,2810,17674,1,4,8,1170,1978,98052,47.6745,-122.144
302000,4,1.75,1530,17664,1.5,3,7,0,1968,98058,47.4549,-122.155
810000,5,2.75,3847,17654,1,5,9,1548,1975,98003,47.3379,-122.322
240000,3,2,1220,17652,1,4,7,0,1980,98059,47.4712,-122.1
415500,3,2,1220,17652,1,4,7,0,1980,98059,47.4712,-122.1
350000,3,1.5,1860,17640,1,4,7,0,1966,98059,47.484,-122.111
700000,2,1,1160,17635,1,3,6,0,1945,98178,47.5117,-122.248
197000,3,1,1090,17630,1,4,7,0,1962,98002,47.288,-122.196
695000,3,2.5,4560,17622,2,4,9,760,1986,98074,47.621,-122.03
1.14E+06,4,4.25,4590,17621,2,3,10,1430,2003,98033,47.6973,-122.205
290900,2,2,1610,17600,2,3,6,0,1930,98178,47.4855,-122.266
320000,3,2,1820,17600,1,5,7,0,1972,98059,47.4703,-122.112
370000,4,2.5,2190,17600,1,4,7,1080,1966,98059,47.4712,-122.112
361000,3,1.75,1150,17585,1,3,7,0,1964,98014,47.6503,-121.908
410000,3,1.75,1640,17583,1,3,7,530,1969,98034,47.726,-122.203
968000,6,2.75,3610,17580,1,5,9,1540,1959,98075,47.5739,-122.069
352500,3,1.5,1470,17577,1,5,7,0,1967,98059,47.4695,-122.116
437000,3,1.75,2220,17568,1,4,8,0,1967,98072,47.749,-122.083
375000,3,1.75,2190,17550,1,3,7,0,1989,98014,47.6984,-121.912
476000,4,1.75,2340,17541,1,4,7,980,1956,98028,47.745,-122.229
975000,4,3.25,3330,17533,1,3,9,1580,1969,98033,47.652,-122.2
460000,4,2.5,2080,17532,2,3,9,0,1996,98059,47.4835,-122.136
218000,4,1,1620,17500,1,3,7,0,1962,98023,47.3021,-122.388
357000,3,1.75,1250,17493,1,3,7,0,1972,98155,47.7613,-122.274
188000,2,1.5,1120,17487,1,3,6,0,1924,98178,47.5024,-122.271
950000,3,3,3610,17483,2,4,8,0,1954,98146,47.4852,-122.357
568000,4,1.75,2790,17476,1,3,7,1340,1956,98166,47.4556,-122.369
805000,3,2.5,2690,17461,2,3,10,0,1997,98074,47.654,-122.088
1.55E+06,5,3.25,3370,17458,1,5,10,1370,1982,98040,47.5591,-122.229
2.37E+06,3,2.25,3530,17450,1,3,9,1690,1930,98040,47.5358,-122.213
315000,3,2.25,1540,17424,2,3,7,0,1992,98045,47.4429,-121.759
330000,3,2.5,2410,17424,1,3,7,780,1978,98030,47.3741,-122.218
1.95E+06,4,3.75,4150,17424,1,3,9,1020,1963,98039,47.639,-122.236
959000,6,3.25,4440,17424,1,4,9,2220,1959,98040,47.5791,-122.23
965000,4,2.5,3570,17411,2,3,10,0,1990,98075,47.5617,-122.03
500000,3,1.5,1680,17409,1,3,7,0,1962,98033,47.6766,-122.176
453000,2,1.5,1680,17400,1.5,3,7,0,1991,98038,47.3836,-122.006
484000,3,1.75,1950,17400,1,3,7,740,1976,98072,47.7424,-122.091
785000,4,2.75,2900,17400,1,4,8,490,1978,98052,47.6431,-122.108
1.39E+06,4,2.5,3450,17400,1.5,4,9,1270,1964,98004,47.5969,-122.206
931088,4,2.5,3510,17400,1,4,9,1580,1957,98005,47.5963,-122.171
1.28E+06,4,3.5,4660,17398,2,3,11,0,2003,98006,47.5422,-122.112
199000,3,1.75,1320,17390,1,4,7,0,1956,98003,47.3257,-122.296
259000,2,1,1210,17389,1,4,5,0,1948,98059,47.5044,-122.148
665000,4,2.5,2600,17388,2,3,9,0,1996,98059,47.5283,-122.146
293000,3,2.5,1690,17383,2,3,7,0,2003,98038,47.3691,-122.031
345000,3,1,1250,17380,1,4,7,0,1970,98072,47.7502,-122.108
545000,3,2.5,2760,17377,2,3,9,0,2002,98056,47.4929,-122.188
765000,4,2.25,2620,17366,1,3,9,1190,1984,98075,47.584,-122.077
551000,3,2.5,2010,17362,2,3,8,0,1994,98033,47.6904,-122.176
600000,3,1,1480,17360,1,3,8,0,1954,98136,47.5179,-122.387
314500,3,1.75,1700,17355,1,3,7,500,1978,98038,47.3637,-122.057
365000,3,1.75,1830,17349,1,3,8,600,1977,98072,47.7427,-122.109
300000,4,2.5,2890,17349,2,3,8,0,1994,98023,47.2822,-122.34
380000,3,2.5,1980,17342,2,3,10,400,1984,98166,47.4551,-122.373
379500,2,1,1640,17335,1,3,7,800,1978,98053,47.6397,-121.953
100000,2,1,770,17334,1,3,7,0,1978,98001,47.2997,-122.269
139000,3,1,1100,17334,1,3,7,0,1978,98001,47.3003,-122.27
510000,4,2.5,4073,17334,2,3,8,0,2008,98001,47.2949,-122.27
166000,1,1,1120,17332,1,3,7,0,1988,98001,47.2972,-122.267
295000,3,2,1830,17321,1,4,7,730,1948,98178,47.5072,-122.272
912000,3,2.5,2979,17313,2,3,11,0,1993,98006,47.5503,-122.118
653000,3,2.25,2800,17300,1,4,8,1380,1971,98006,47.5716,-122.128
403500,5,2.5,3600,17300,1,4,8,1190,1968,98166,47.4468,-122.341
325000,3,1.75,1840,17286,1,4,7,400,1978,98030,47.371,-122.173
439000,4,2.5,2800,17279,1,3,7,1240,1957,98028,47.7596,-122.269
1.37E+06,5,3.5,4210,17258,2,3,12,0,1995,98006,47.553,-122.114
545000,5,2.5,2730,17240,1,5,7,1070,1958,98028,47.7646,-122.267
455000,3,1,2400,17239,1,4,7,510,1940,98028,47.75,-122.245
286900,3,2.25,1720,17235,1,4,7,280,1974,98042,47.3438,-122.073
275000,5,2.5,2570,17234,1,3,7,1270,1959,98133,47.7753,-122.355
1.80E+06,5,3.25,5270,17232,2,3,10,1260,1977,98040,47.5536,-122.228
512000,4,2.5,2550,17209,2,3,9,0,1996,98059,47.4836,-122.136
450000,3,1.5,1770,17208,1,3,8,610,1959,98006,47.5659,-122.117
2.85E+06,4,4,5040,17208,1,5,10,2170,1976,98006,47.5701,-122.188
1.27E+06,5,2.5,3200,17204,1,3,7,1040,1952,98004,47.6209,-122.222
750000,4,2.5,2510,17200,1,4,9,970,1977,98052,47.6287,-122.089
470000,4,2.25,2380,17199,2,3,8,850,1979,98028,47.7668,-122.27
1.70E+06,4,3.75,3190,17186,2,3,10,0,1999,98178,47.5115,-122.246
470000,4,2,2180,17180,2,4,7,0,1977,98014,47.698,-121.92
370000,2,1,1220,17172,1,4,6,0,1947,98033,47.6934,-122.163
450000,3,2.5,2910,17172,2,3,10,0,1989,98003,47.2789,-122.331
2.20E+06,5,4.5,5840,17168,2,3,12,1270,2006,98029,47.5457,-121.991
919000,4,2.5,3620,17133,1,3,10,1400,1993,98075,47.5604,-122.027
285750,3,2.25,1960,17126,1,3,8,560,1966,98055,47.4436,-122.21
295450,3,2,2030,17120,1,4,8,140,1966,98092,47.2953,-122.185
605000,3,2.25,2260,17114,2,3,7,0,1990,98155,47.7537,-122.296
400000,6,2.5,3060,17112,1,4,8,1530,1967,98058,47.4379,-122.146
463000,3,2.5,2190,17108,2,3,8,0,1991,98019,47.7321,-121.964
440000,3,1.75,2030,17100,1,4,7,0,1953,98166,47.451,-122.365
1.71E+06,5,3,4290,17100,1,3,9,1810,1972,98040,47.5473,-122.211
325000,3,2,1670,17071,1,3,7,570,1988,98014,47.69,-121.913
185000,3,1,1510,17040,1,4,6,0,1975,98001,47.2649,-122.285
720000,4,2.5,3420,17038,2,3,9,0,2007,98034,47.718,-122.241
707000,4,2.25,2920,17023,1,4,9,1230,1977,98006,47.5585,-122.134
625000,4,2.25,2470,17008,2,4,8,0,1979,98075,47.5924,-122.048
649000,3,2,1810,17006,2,3,8,0,1913,98166,47.4663,-122.369
2.32E+06,5,4.75,5780,17004,2,3,11,1520,2006,98040,47.5802,-122.212
175000,3,1.75,1910,17003,1.5,4,8,0,1963,98001,47.3095,-122.283
299000,3,1.75,1910,17003,1.5,4,8,0,1963,98001,47.3095,-122.283
335000,3,1.75,1260,17000,1,3,7,0,1994,98146,47.5114,-122.361
1.56E+06,4,3.75,3730,17000,2,4,10,910,1986,98040,47.5355,-122.242
725000,3,2.5,2980,16996,2,3,10,0,1992,98075,47.595,-122.016
151600,2,1,1060,16988,1,3,6,0,1954,98058,47.4305,-122.157
314950,3,1,1040,16986,1,4,7,0,1968,98059,47.4812,-122.097
360000,4,1.75,3730,16980,1,4,7,1580,1974,98022,47.1775,-122.022
1.68E+06,3,2.5,4090,16972,2,3,11,500,2007,98177,47.7258,-122.37
575000,4,3.5,3930,16970,2,3,9,0,1997,98019,47.7412,-121.966
645000,3,2.75,1850,16960,1,4,8,0,1953,98177,47.7128,-122.365
1.80E+06,4,3.5,4460,16953,1,3,9,1910,1962,98039,47.6338,-122.232
738000,5,3.5,2790,16952,2,3,10,820,1991,98166,47.4384,-122.347
1.26E+06,4,2.5,3730,16950,2,3,10,0,1990,98040,47.5678,-122.228
1.37E+06,2,2.25,2460,16940,1.5,4,9,530,1936,98117,47.6792,-122.404
1.53E+06,4,2.25,4250,16940,1,4,9,1870,1974,98040,47.5453,-122.234
445000,4,2.75,2680,16934,1,4,7,1340,1958,98106,47.542,-122.364
810000,3,2,1760,16928,1,3,7,0,1953,98004,47.6363,-122.202
410000,3,2.25,2200,16921,2,3,8,0,1987,98038,47.3727,-122.051
1.03E+06,5,2.75,3190,16920,1,3,9,1500,1976,98006,47.5641,-122.16
419950,3,1.75,1770,16909,1,5,8,0,1977,98058,47.4458,-122.134
2.48E+06,4,5,5310,16909,1,3,12,2220,1992,98006,47.5515,-122.113
556000,5,2.5,3840,16905,2,3,11,0,1991,98023,47.2996,-122.342
349500,3,2,1130,16875,1,4,7,0,1947,98155,47.7489,-122.3
670000,3,1,1600,16868,1,3,7,610,1946,98040,47.5872,-122.241
445000,3,1.75,1850,16863,1,4,7,570,1980,98034,47.7166,-122.225
1.10E+06,3,3,3700,16857,1,3,10,1530,2000,98117,47.6956,-122.392
440000,3,1.75,2840,16851,1,3,8,1240,1950,98155,47.7458,-122.287
600000,5,3.5,3370,16846,2,3,9,720,1998,98027,47.5584,-122.089
250000,2,0.75,700,16828,1,4,6,0,1958,98092,47.3009,-122.125
252000,3,1.75,1440,16819,1.5,4,6,0,1925,98023,47.3318,-122.373
370000,3,1.75,1570,16817,2,3,7,0,1982,98045,47.4716,-121.756
390000,3,2,1840,16815,1,5,7,880,1972,98059,47.4837,-122.11
800000,4,2.5,2990,16809,2,3,11,0,1990,98077,47.7123,-122.073
988500,3,2.75,2015,16807,2,3,9,0,2007,98166,47.45,-122.377
525000,4,2.5,2303,16801,2,3,8,0,1995,98019,47.7266,-121.966
254000,3,1,1270,16800,1,4,7,0,1957,98188,47.4599,-122.276
415000,3,1.5,1510,16800,1,5,8,0,1956,98133,47.751,-122.338
620000,5,1,2230,16800,1.5,4,7,530,1923,98136,47.5161,-122.395
260000,4,2.25,2320,16800,2,4,9,0,1977,98092,47.2959,-122.166
1.41E+06,5,2.25,3580,16789,2,5,9,0,1966,98040,47.5364,-122.239
248000,5,1.75,2190,16788,1,3,8,810,1978,98030,47.3764,-122.176
425000,4,1.75,1910,16785,1,4,7,800,1981,98028,47.7474,-122.235
1.40E+06,4,3.5,3560,16782,2,3,10,1000,2014,98040,47.5569,-122.225
585000,5,2.5,2670,16777,1.5,4,7,1050,1920,98125,47.7015,-122.301
321027,4,2.25,2820,16770,1,4,8,900,1966,98023,47.3186,-122.364
435000,3,1.75,1750,16748,1,3,7,420,1978,98072,47.7421,-122.089
1.68E+06,6,4.75,5770,16747,2,3,12,1270,1998,98006,47.5512,-122.11
600000,3,2.75,2080,16740,1,3,8,500,1966,98198,47.3632,-122.324
2.23E+06,3,3,3450,16740,1,4,9,1490,1949,98177,47.7067,-122.38
279000,3,1.5,1280,16738,1.5,4,5,0,1932,98038,47.3895,-122.023
380000,3,2,2010,16736,2,4,6,0,1929,98133,47.7643,-122.352
484000,4,1.75,2440,16730,1,3,7,1050,1976,98072,47.7406,-122.11
270000,3,2.25,1470,16728,1,4,7,120,1959,98168,47.4968,-122.302
607000,4,2.75,2150,16728,1,4,8,910,1982,98033,47.6915,-122.183
525000,4,1.75,1570,16697,1,3,7,540,1981,98052,47.671,-122.135
1.41E+06,4,2.25,3250,16684,2,3,9,0,1979,98039,47.6334,-122.229
274950,3,1.75,1840,16679,1,3,8,0,1989,98001,47.3207,-122.275
775000,5,3.5,3730,16679,1,3,10,970,1990,98075,47.5987,-122.029
435000,3,2,2660,16677,1,3,9,450,1990,98038,47.3689,-122.055
1.90E+06,5,2.25,3120,16672,2,4,9,0,1969,98004,47.6458,-122.219
1.94E+06,5,2.25,3120,16672,2,4,9,0,1969,98004,47.6458,-122.219
540000,3,1.75,2280,16671,1.5,4,6,520,1909,98034,47.7096,-122.219
345000,2,1,1770,16660,1,3,8,550,1957,98023,47.3346,-122.354
336800,5,1.75,1830,16650,1.5,3,7,220,1958,98155,47.7734,-122.315
711800,4,2.25,2410,16650,1,4,8,0,1965,98006,47.5706,-122.163
1.20E+06,4,3.5,4560,16643,1,3,12,2330,1995,98006,47.5521,-122.115
1.21E+06,4,3.5,4560,16643,1,3,12,2330,1995,98006,47.5521,-122.115
162000,4,1,1460,16638,1,4,6,0,1975,98010,47.3431,-122.048
1.44E+06,2,2.5,2720,16637,1,3,10,560,1953,98118,47.5499,-122.264
1.05E+06,4,3.25,4400,16625,2,3,11,0,2003,98075,47.5868,-121.968
1.20E+06,3,2.5,3420,16622,1,3,10,1010,1991,98006,47.5638,-122.105
1.12E+06,4,2.5,3840,16619,2,4,10,0,1983,98040,47.5634,-122.213
585000,5,1.75,1880,16617,1,3,7,920,1963,98007,47.6003,-122.132
900000,3,2.5,3400,16603,2,3,10,0,2000,98075,47.6012,-122.023
1.15E+06,3,1.5,2170,16600,1,3,10,1040,1979,98052,47.6307,-122.088
1.31E+06,5,3,3650,16600,1,4,9,1790,1978,98006,47.56,-122.144
1.63E+06,5,2.5,3090,16583,2,4,9,0,1964,98004,47.6458,-122.218
1.44E+06,4,3.5,4970,16582,2,4,11,1040,1992,98006,47.5496,-122.12
706000,4,2.5,3280,16575,1,3,9,1090,1972,98188,47.426,-122.285
4.00E+06,4,5.5,7080,16573,2,3,12,1320,2008,98039,47.6151,-122.224
744500,5,2.5,2700,16570,1,4,8,950,1967,98005,47.6144,-122.167
795000,4,2.5,3160,16564,2,3,10,0,1987,98074,47.6365,-122.04
1.18E+06,5,2.25,3270,16553,2,5,9,800,1968,98040,47.5428,-122.236
390000,3,1.75,1180,16552,1,4,7,0,1967,98072,47.7426,-122.116
354900,3,1,1720,16552,1,4,7,0,1971,98059,47.4772,-122.153
419950,4,1.75,1870,16549,1,3,8,0,1969,98072,47.7482,-122.083
1.00E+06,4,2.75,3090,16538,3,4,8,500,1919,98116,47.5803,-122.403
265000,3,2,1850,16535,1,3,7,0,1992,98014,47.6565,-121.912
650000,4,2.75,1910,16532,1,4,7,490,1940,98117,47.6952,-122.39
525000,3,2,1600,16530,1,5,7,0,1967,98075,47.5821,-122.016
1.94E+06,5,3.5,4230,16526,2,3,10,0,2008,98004,47.5933,-122.199
1.33E+06,4,4,4420,16526,2,3,11,0,2013,98075,47.5914,-122.027
115000,2,1,1000,16524,1,3,5,0,1913,98001,47.2841,-122.255
490000,3,1.75,1600,16510,1,3,8,0,1984,98052,47.6601,-122.135
300000,3,2,1470,16500,1,3,7,0,1961,98042,47.3617,-122.061
563000,3,2.75,2340,16500,1,4,8,840,1972,98075,47.5952,-122.051
1.03E+06,5,3.5,5050,16500,2,3,11,0,2001,98075,47.5863,-121.967
3.00E+06,5,4,6670,16481,2,3,12,1710,2007,98004,47.6409,-122.221
239000,3,1.75,1340,16480,1,4,7,0,1968,98042,47.364,-122.162
843500,4,2,2630,16475,2,4,8,0,1953,98004,47.639,-122.219
482000,3,1.75,2300,16474,1,3,7,1080,1984,98072,47.7609,-122.144
1.90E+06,5,4.25,6510,16471,2,4,11,3260,1980,98040,47.5758,-122.242
356000,2,1.75,1060,16470,1,3,7,0,1977,98072,47.7409,-122.089
540000,3,2.5,2370,16455,1,5,7,730,1959,98155,47.7634,-122.277
1.28E+06,4,2.5,2720,16454,1,5,9,850,1963,98040,47.5489,-122.216
730000,6,2.75,3280,16449,1,4,7,1370,1963,98007,47.5914,-122.134
465000,4,2.5,2590,16437,2,3,8,0,1986,98038,47.3714,-122.059
470950,3,2.5,2560,16420,2,4,8,0,1989,98014,47.6916,-121.916
419000,3,2.25,1760,16418,1,3,7,570,1990,98053,47.6525,-121.985
583000,6,2.75,2630,16411,1,4,8,980,1974,98052,47.6309,-122.093
410000,5,2.75,2910,16410,1.5,4,8,0,1967,98058,47.44,-122.145
280000,2,1,850,16400,1,3,6,0,1923,98168,47.4889,-122.299
306500,2,1,1420,16400,1.5,4,6,0,1943,98023,47.3221,-122.344
795000,4,2.75,2890,16397,2,3,10,0,1997,98077,47.7102,-122.072
437500,3,1,1630,16393,1,3,7,0,1969,98033,47.6576,-122.186
2.00E+06,3,3.25,2610,16387,2,3,9,0,2006,98125,47.7175,-122.278
228000,3,1,1000,16376,1,3,7,0,1959,98059,47.4825,-122.108
1.30E+06,3,2.75,4120,16365,1,3,12,0,1999,98059,47.5265,-122.148
485000,4,2.75,2910,16362,1,4,9,790,1969,98003,47.3397,-122.322
560000,4,2.5,2480,16360,1,5,7,970,1959,98028,47.7638,-122.265
188000,1,1,550,16345,1,3,4,0,1945,98106,47.5181,-122.339
78000,2,1,780,16344,1,1,5,0,1942,98168,47.4739,-122.28
1.22E+06,3,3,4560,16339,2,3,10,520,2001,98034,47.7024,-122.243
435000,2,0.75,750,16321,1,3,4,0,1936,98034,47.6985,-122.229
240000,4,1,1910,16320,1.5,3,6,0,1934,98106,47.5151,-122.366
623000,3,1.75,2050,16313,1,2,8,0,1973,98040,47.5743,-122.212
250000,1,1,800,16306,1,2,6,120,1931,98168,47.4916,-122.308
960000,5,3.5,4510,16305,2,3,10,1690,2003,98074,47.6346,-122.011
1.58E+06,4,2.5,3980,16304,1,3,10,1500,1968,98004,47.639,-122.21
595000,3,2.25,2400,16301,1,3,8,1000,1962,98115,47.6901,-122.282
453000,3,2.5,1820,16300,1,4,7,600,1955,98166,47.4582,-122.365
399000,3,2,1940,16300,1,3,7,800,1978,98155,47.774,-122.283
690000,3,1.75,2330,16300,2,3,9,0,1964,98034,47.7037,-122.24
350000,3,2.25,1780,16290,2,4,8,0,1987,98058,47.4622,-122.127
475000,4,2.75,2200,16288,1,3,7,910,1980,98059,47.4793,-122.122
342000,3,1.75,1660,16275,2,3,7,0,1990,98014,47.6903,-121.915
1.06E+06,4,3.5,4460,16271,2,3,11,0,2001,98075,47.5862,-121.97
950000,7,3.5,3470,16264,2,4,9,0,1980,98007,47.6203,-122.149
1.01E+06,4,2.5,2980,16263,2,3,9,0,1989,98006,47.5457,-122.153
334950,3,1.75,1880,16262,1,5,7,0,1980,98059,47.5089,-122.155
450000,3,2,2290,16258,1,5,8,0,1960,98058,47.4672,-122.165
1.00E+06,5,4.25,3920,16258,2,3,9,1020,1990,98004,47.5871,-122.192
507000,5,3.25,3850,16249,2,3,9,820,2002,98092,47.3324,-122.168
452000,3,1.75,1880,16239,1,3,7,1000,1922,98115,47.7004,-122.304
1.56E+06,5,2.5,2870,16238,2,4,8,0,1962,98039,47.6308,-122.238
699900,4,2.25,2380,16236,1,3,7,840,1961,98008,47.6126,-122.12
2.50E+06,4,3.25,3960,16224,2,3,12,860,1938,98105,47.6701,-122.259
1.10E+06,4,3.5,4570,16219,2,3,11,0,2002,98075,47.5859,-121.968
335000,3,2.25,1580,16215,1,4,7,0,1978,98024,47.5643,-121.897
340000,3,1.75,1280,16200,1,3,8,250,1976,98077,47.7427,-122.071
427500,3,1.75,1430,16200,1,4,7,0,1967,98027,47.5223,-122.043
685650,3,1.75,1490,16200,1,5,8,0,1958,98005,47.5919,-122.175
275000,3,1.5,1510,16200,1,3,7,0,1970,98031,47.3926,-122.167
264500,3,1.75,1650,16200,1,3,7,0,1976,98031,47.3926,-122.168
664000,4,2.5,1870,16200,1,5,8,620,1974,98033,47.6651,-122.174
520000,3,2.25,2030,16200,2,3,8,0,1984,98027,47.5162,-122.057
475000,4,2.5,2040,16200,2,3,8,0,1997,98019,47.7366,-121.958
433200,3,2.5,2075,16200,2,3,8,0,2002,98045,47.4848,-121.698
490000,4,2.25,2110,16200,1,3,8,480,1978,98072,47.752,-122.144
625000,3,1.75,2210,16200,1,3,8,820,1958,98005,47.5924,-122.175
968060,4,2.5,2620,16200,1,4,7,1050,1950,98033,47.6623,-122.196
